ID,AUTHORS,PUBLICATION.YEAR,TraitNum,Trait.Name,Trait.Category.New,Trait.Source,Trait.Source.Info,Trait.Rationale,Rationale.Description,Notes,NOT A TRAIT?,
117,"Guerrero, I; Morales, MB; Onate, JJ; Aavik, T; Bengtsson, J; Berendse, F; Clement, LW; Dennis, C; Eggers, S; Emmerson, M; Fischer, C; Flohre, A; Geiger, F; Hawro, V; Inchausti, P; Kalamees, A; Kinks, R; Liira, J; Melendez, L; Part, T; Thies, C; Tscharntke, T; Olszewski, A; Weisser, WW",2011,117.04,migratory status,dispersal,NA,NA,NA,NA,,,
117,"Guerrero, I; Morales, MB; Onate, JJ; Aavik, T; Bengtsson, J; Berendse, F; Clement, LW; Dennis, C; Eggers, S; Emmerson, M; Fischer, C; Flohre, A; Geiger, F; Hawro, V; Inchausti, P; Kalamees, A; Kinks, R; Liira, J; Melendez, L; Part, T; Thies, C; Tscharntke, T; Olszewski, A; Weisser, WW",2011,117.03,nesting place,habitat,NA,NA,NA,NA,,,
117,"Guerrero, I; Morales, MB; Onate, JJ; Aavik, T; Bengtsson, J; Berendse, F; Clement, LW; Dennis, C; Eggers, S; Emmerson, M; Fischer, C; Flohre, A; Geiger, F; Hawro, V; Inchausti, P; Kalamees, A; Kinks, R; Liira, J; Melendez, L; Part, T; Thies, C; Tscharntke, T; Olszewski, A; Weisser, WW",2011,117.01,foraging behavior,resource use,NA,NA,NA,NA,,,
117,"Guerrero, I; Morales, MB; Onate, JJ; Aavik, T; Bengtsson, J; Berendse, F; Clement, LW; Dennis, C; Eggers, S; Emmerson, M; Fischer, C; Flohre, A; Geiger, F; Hawro, V; Inchausti, P; Kalamees, A; Kinks, R; Liira, J; Melendez, L; Part, T; Thies, C; Tscharntke, T; Olszewski, A; Weisser, WW",2011,117.02,diet type,resource use,NA,NA,NA,NA,,,
118,"Halpern, BS; Floeter, SR",2008,118.02,max body size,body size,3,"BÌ_hlke & Chaplin (1993), Randall (1996), Lavett-Smith C. (1997), Carvalho-Filho (1999), Froese & Pauly (2005), Quattrini et al. (2004) and Feitozat al. (2005)",specific,"Maximum body size dictates predator‰ÛÒprey interactions via gape, body dimensions, gut length, and other morphological traits that affect feeding behavior, size and type of food that can be feeding behavior, size and type of food that can be",,,
118,"Halpern, BS; Floeter, SR",2008,118.03,max body depth,body size,3,"BÌ_hlke & Chaplin (1993), Randall (1996), Lavett-Smith C. (1997), Carvalho-Filho (1999), Froese & Pauly (2005), Quattrini et al. (2004) and Feitozat al. (2005)",specific,Related to the spatial separation of access to food resources,,,
118,"Halpern, BS; Floeter, SR",2008,118.01,trophic classification,resource use,3,"Bellwood et al. 2004, Ferreira et al. 2004",none,NA,,,
120,"Hanspach, J; Fischer, J; Ikin, K; Stott, J; Law, BS",2012,120.03,body mass,body size,3,See table 1 per bat species,NA,NA,,,
120,"Hanspach, J; Fischer, J; Ikin, K; Stott, J; Law, BS",2012,120.04,forearm legngth,body size,3,See table 1 per bat species,NA,NA,,,
120,"Hanspach, J; Fischer, J; Ikin, K; Stott, J; Law, BS",2012,120.05,echolocation frequencies,habitat,3,"Penay, Law & reinhold 2004",NA,NA,,,
120,"Hanspach, J; Fischer, J; Ikin, K; Stott, J; Law, BS",2012,120.01,wing loading,locomotion,3,See table 1 per bat species,NA,NA,,,
120,"Hanspach, J; Fischer, J; Ikin, K; Stott, J; Law, BS",2012,120.02,wing aspect ratio,locomotion,3,See table 1 per bat species,NA,NA,,,
123,"Hejda, M; de Bello, F",2013,123.01,height,body size,3,More than 3,general,To understand the functional space occupied by all native and alien species in the data set,,,
123,"Hejda, M; de Bello, F",,123.02,specific leaf area,growth allocation,3,Kleyer et al. 2008,general,To understand the functional space occupied by all native and alien species in the data set,,,
123,"Hejda, M; de Bello, F",,123.03,seed mass,reproduction,3,Kleyer et al. 2008,general,To understand the functional space occupied by all native and alien species in the data set,,,
123,"Hejda, M; de Bello, F",,123.04,clonal index,reproduction,3,Klimes & Klimesova 1999,general,To understand the functional space occupied by all native and alien species in the data set,,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.02,height,body size,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.01,life form,growth allocation,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.03,specific leaf area,growth allocation,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.04,morphology,growth allocation,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.06,leaf longevity,growth allocation,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.07,life cycle duration,longevity,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.12,flowering period,reproduction,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.13,pollen vector,reproduction,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.14,compatability system,reproduction,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.15,breeding system,reproduction,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.16,seed number,reproduction,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.17,seed mass,reproduction,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.18,clonality,reproduction,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.19,seed bank index,reproduction,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.05,parasite,resource use,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.08,N fixation,resource use,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.09,mycorrhizal type,resource use,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.1,mycorrhizal frequency,resource use,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
125,"Helsen, K; Ceulemans, T; Stevens, CJ; Honnay, O",2014,125.11,flowering start,temporal partitioning,2,Fitter and Peat 1994; Klotz and others 2002; Kleyer and others 2008,general,"Traits were chose upon relevance for nutrient acquisition, plant growth and reproduction",,,
128,"Hidasi-Neto, J; Barlow, J; Cianciaruso, MV",2012,128.05,body mass,body size,3,"Del Hoyo et al., 1992-1997; Sick, 1997; Ramirez et al., 2008; Batalha et al., 2010",general,indicates how species use and compete for resources,,,
128,"Hidasi-Neto, J; Barlow, J; Cianciaruso, MV",2012,128.01,dietary preference,resource use,3,"Del Hoyo et al., 1992-1997; Sick, 1997; Ramirez et al., 2008; Batalha et al., 2010",general,indicates how species use and compete for resources,,,
128,"Hidasi-Neto, J; Barlow, J; Cianciaruso, MV",2012,128.02,diet preference,resource use,3,"Del Hoyo et al., 1992-1997; Sick, 1997; Ramirez et al., 2008; Batalha et al., 2010",general,indicates how species use and compete for resources,,,
128,"Hidasi-Neto, J; Barlow, J; Cianciaruso, MV",2012,128.03,foraging method,resource use,3,"Del Hoyo et al., 1992-1997; Sick, 1997; Ramirez et al., 2008; Batalha et al., 2010",general,indicates how species use and compete for resources,,,
128,"Hidasi-Neto, J; Barlow, J; Cianciaruso, MV",2012,128.04,foraging substrate,resource use,3,"Del Hoyo et al., 1992-1997; Sick, 1997; Ramirez et al., 2008; Batalha et al., 2010",general,indicates how species use and compete for resources,,,
128,"Hidasi-Neto, J; Barlow, J; Cianciaruso, MV",2012,128.06,foraging method,resource use,3,"Del Hoyo et al., 1992-1997; Sick, 1997; Ramirez et al., 2008; Batalha et al., 2010",general,indicates how species use and compete for resources,,,
128,"Hidasi-Neto, J; Barlow, J; Cianciaruso, MV",2012,128.07,foraging substrate,resource use,3,"Del Hoyo et al., 1992-1997; Sick, 1997; Ramirez et al., 2008; Batalha et al., 2010",general,indicates how species use and compete for resources,,,
132,"Jain, M; Flynn, DFB; Prager, CM; Hart, GM; DeVan, CM; Ahrestani, FS; Palmer, MI; Bunker, DE; Knops, JMH; Jouseau, CF; Naeem, S",2014,132.01,biomass,body size,1,NA,general,Determines canopy position and the light-capturing niche of a species,,,
132,"Jain, M; Flynn, DFB; Prager, CM; Hart, GM; DeVan, CM; Ahrestani, FS; Palmer, MI; Bunker, DE; Knops, JMH; Jouseau, CF; Naeem, S",2014,132.02,root:shoot ratio,growth allocation,1,NA,general,Reflects relative investment in resource capture belowground,,,
132,"Jain, M; Flynn, DFB; Prager, CM; Hart, GM; DeVan, CM; Ahrestani, FS; Palmer, MI; Bunker, DE; Knops, JMH; Jouseau, CF; Naeem, S",2014,132.03,leaf mass per area,growth allocation,1,NA,general,Species exhibit a trade-off between high rates of photosynthesis and leaf tissue longevity,,,
132,"Jain, M; Flynn, DFB; Prager, CM; Hart, GM; DeVan, CM; Ahrestani, FS; Palmer, MI; Bunker, DE; Knops, JMH; Jouseau, CF; Naeem, S",2014,132.04,leaf N%,growth allocation,1,NA,general,Species exhibit a trade-off between high rates of photosynthesis and leaf tissue longevity,,,
134,"Jung, V; Violle, C; Mondy, C; Hoffmann, L; Muller, S",2010,134.03,height,body size,1,NA,specific,relates to habitat filtering and niche differentiation,,,
134,"Jung, V; Violle, C; Mondy, C; Hoffmann, L; Muller, S",2010,134.01,specific leaf area,growth allocation,1,NA,specific,relates to habitat filtering and niche differentiation,,,
134,"Jung, V; Violle, C; Mondy, C; Hoffmann, L; Muller, S",2010,134.02,leaf dry matter content,growth allocation,1,NA,specific,relates to habitat filtering and niche differentiation,,,
137,"Katovai, E; Burley, AL; Mayfield, MM",2012,137.02,dispersal mode,dispersal,1,NA,general,important to plant community structural and regenerative functionality,,,
137,"Katovai, E; Burley, AL; Mayfield, MM",2012,137.01,growth form,growth allocation,1,NA,general,important to plant community structural and regenerative functionality,,,
137,"Katovai, E; Burley, AL; Mayfield, MM",2012,137.03,woodiness,growth allocation,1,NA,general,important to plant community structural and regenerative functionality,,,
137,"Katovai, E; Burley, AL; Mayfield, MM",2012,137.04,clonality,reproduction,1,NA,general,important to plant community structural and regenerative functionality,,,
141,"Krause, B; Culmsee, H",2013,141.01,pollination mode,reproduction,2,http://www2.ufz.de/biolflor/index.jsp,specific,"For grassland specialists, the success of pollination is highly dependent on both species characteristics and landscape composition (Dauber et al., 2010). Flowering species which are mainly reliant on insect pollination are most negatively affected by habitat loss and fragmentation (Aguilar et al., 2006).",,,
142,"Lagomarsino, A; Grego, S; Kandeler, E",2012,142.01,MicroResp CLPP,resource use,1,NA,specific,MicroResp-CLPP reflects the size of microbial population present in soil and is strongly linked to the actual microbial capacity to utilize added substrates (Campbell et al. 2003).,,,
142,"Lagomarsino, A; Grego, S; Kandeler, E",2012,142.02,enzyme activity,resource use,1,NA,specific,Reflects the activity of living microorganisms,,,
143,"Lahav, I; Steinberger, Y",2001,143.01,Biolog plate identification method,resource use,1,NA,specific,Plates contain substrates of a wide spectrum of carbon sources which can be metabolized by the microbial population and used for determining its functional biodiversity,,,
144,"Laliberte, E; Norton, DA; Scott, D",2013,144.02,height,body size,3,DOI: 10.1111/j.1365-2745.2011.01947.x,specific,"Plant height had the strongest loading on the second PCA axis, which we interpreted as a gradient of competitive ability for light resources (Laliberte et al. 2012b)",,,
144,"Laliberte, E; Norton, DA; Scott, D",2013,144.01,leaf N%,growth allocation,3,DOI: 10.1111/j.1365-2745.2011.01947.x,specific,"Leaf nitrogen (N) concentration had the highest loading on the first PCA axis (Laliberte et al. 2012b), which is associated with the fundamental leaf economics spectrum (Wright et al. 2004)",,,
146,"Lambdon, PW; Lloret, F; Hulme, PE",2008,146.01,reproduction dispersal mechanisms,dispersal,3,"multiple, see paper",general,NA,,,
146,"Lambdon, PW; Lloret, F; Hulme, PE",2008,146.03,life history,environmental tolerance,3,"multiple, see paper",general,NA,,,
146,"Lambdon, PW; Lloret, F; Hulme, PE",2008,146.02,Raunkier life form,growth allocation,3,"multiple, see paper",general,NA,,,
147,"Lang, AC; Hardtle, W; Bruelheide, H; Krober, W; Schroter, M; von Wehrden, H; von Oheimb, G",2012,147.01,dbh,body size,1,NA,general,NA,,,
147,"Lang, AC; Hardtle, W; Bruelheide, H; Krober, W; Schroter, M; von Wehrden, H; von Oheimb, G",2012,147.04,height,body size,1,NA,general,NA,,,
147,"Lang, AC; Hardtle, W; Bruelheide, H; Krober, W; Schroter, M; von Wehrden, H; von Oheimb, G",2012,147.08,leaf Al content,environmental tolerance,1,NA,general,NA,,,
147,"Lang, AC; Hardtle, W; Bruelheide, H; Krober, W; Schroter, M; von Wehrden, H; von Oheimb, G",2012,147.05,specific leaf area,growth allocation,1,NA,general,NA,,,
147,"Lang, AC; Hardtle, W; Bruelheide, H; Krober, W; Schroter, M; von Wehrden, H; von Oheimb, G",2012,147.06,leaf dry matter content,growth allocation,1,NA,general,NA,,,
147,"Lang, AC; Hardtle, W; Bruelheide, H; Krober, W; Schroter, M; von Wehrden, H; von Oheimb, G",2012,147.07,leaf N content,growth allocation,1,NA,general,NA,,,
147,"Lang, AC; Hardtle, W; Bruelheide, H; Krober, W; Schroter, M; von Wehrden, H; von Oheimb, G",2012,147.09,leaf P content,growth allocation,1,NA,general,NA,,,
147,"Lang, AC; Hardtle, W; Bruelheide, H; Krober, W; Schroter, M; von Wehrden, H; von Oheimb, G",2012,147.02,base-crown height,habitat,1,NA,general,NA,,,
